age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income_label
22,3,141040,12,9,5,12,4,3,1,0,0,35,40,0
27,3,183523,10,13,5,4,2,5,2,0,0,45,40,0
38,3,119992,16,10,3,10,1,5,2,0,0,40,40,0
53,3,133436,6,4,1,7,2,5,1,0,0,40,40,0
36,3,100681,16,10,5,1,2,5,2,2463,0,40,40,0
56,6,466498,9,11,3,3,1,3,2,0,0,60,40,1
59,3,102193,12,9,3,14,1,5,2,0,0,45,40,0
31,3,253354,10,13,3,10,1,5,2,0,0,50,40,0
26,3,245029,10,13,5,1,2,3,1,0,0,40,40,0
59,4,52822,10,13,3,3,1,5,2,0,0,60,40,0
40,6,195520,16,10,5,1,5,3,1,0,0,49,40,0
31,3,142038,12,9,3,3,6,5,1,0,0,45,40,0
35,3,212465,12,9,3,3,1,5,2,0,0,40,40,1
46,3,346978,10,13,1,10,5,5,1,0,0,40,40,0
37,3,117567,10,13,3,4,1,5,2,0,0,60,40,1
34,3,134737,13,14,3,10,1,5,2,7688,0,55,40,1
18,3,89419,12,9,5,13,4,5,1,0,0,10,40,0
72,5,285408,15,15,3,10,1,5,2,0,2246,28,40,1
36,3,126569,12,9,3,10,1,5,2,0,0,45,7,1
28,3,192283,13,14,4,12,2,5,1,0,0,80,40,1
51,3,157043,2,7,7,6,5,3,1,0,0,40,40,0
24,3,70261,10,13,3,10,1,5,2,0,0,50,40,0
34,2,236415,16,10,5,1,5,5,1,0,0,18,40,0
22,3,122272,12,9,5,1,4,5,1,0,0,40,40,0
26,3,197292,12,9,5,1,2,5,1,0,0,50,40,0
32,6,127651,12,9,3,11,1,5,2,0,0,40,40,0
49,2,120451,1,6,6,8,5,3,1,0,0,40,40,0
32,3,163530,12,9,1,8,5,1,1,0,0,40,40,0
46,3,225065,14,1,3,7,6,5,1,0,0,40,27,0
31,3,188961,8,12,5,13,4,5,1,0,0,40,40,0
37,2,196529,13,14,3,10,6,5,1,0,0,45,40,1
39,3,115076,16,10,3,7,1,5,2,0,0,40,40,0
46,6,27802,8,12,3,13,1,5,2,0,0,38,40,1
30,3,190228,12,9,3,6,1,5,2,0,0,40,40,0
27,3,208725,10,13,5,3,4,5,2,0,0,40,40,0
40,3,103789,8,12,1,1,5,3,1,0,0,32,40,0
28,6,130620,2,7,6,1,5,2,1,0,0,40,20,0
76,3,199949,7,5,3,11,1,5,2,0,0,13,40,0
34,3,79637,10,13,5,4,4,1,1,0,0,40,40,0
77,3,154205,12,9,7,1,2,5,1,0,0,10,40,0
35,3,115803,2,7,1,14,2,5,2,0,0,40,40,0
64,5,213945,12,9,3,3,1,5,2,0,0,50,40,0
31,6,1033222,16,10,3,7,1,5,2,0,0,40,40,0
28,3,109165,12,9,3,13,1,5,2,0,0,40,40,0
36,3,98389,8,12,3,4,1,5,2,0,0,44,40,1
54,4,96460,12,9,3,4,1,5,2,7688,0,60,40,1
39,6,99156,11,16,3,10,1,5,2,0,0,50,40,1
20,6,178517,16,10,5,5,2,5,2,0,0,40,40,0
45,3,168262,12,9,3,7,1,5,2,0,1887,40,40,1
64,3,22186,16,10,7,13,2,5,1,0,0,35,40,0
50,5,348099,1,6,1,12,2,5,1,0,0,50,40,0
37,3,119098,10,13,3,10,1,5,2,0,0,50,40,1
30,2,169020,10,13,3,10,1,5,2,0,0,40,40,0
39,3,286789,11,16,3,4,1,5,2,0,0,45,40,1
31,6,110714,16,10,5,8,4,5,1,0,0,37,40,0
49,4,158685,12,9,3,1,6,5,1,0,2377,40,40,1
49,2,329144,16,10,3,11,1,5,2,0,0,44,40,1
30,3,31985,16,10,1,4,5,5,1,0,0,40,40,0
39,3,225544,3,8,5,6,2,5,2,0,0,40,40,0
38,3,115336,12,9,1,8,5,5,1,0,0,70,40,0
45,3,178922,12,9,5,12,2,5,1,0,0,20,40,0
40,3,510072,10,13,3,12,1,5,2,0,0,55,40,1
62,5,26857,6,4,7,5,3,5,1,0,0,35,40,0
38,3,117312,12,9,3,4,6,5,1,15024,0,40,40,1
51,3,111939,10,13,3,10,1,5,2,0,0,50,40,1
64,5,159938,12,9,3,3,1,5,2,2635,0,24,23,0
32,6,117927,16,10,5,1,2,3,1,0,0,40,40,0
41,3,279297,12,9,5,12,2,3,1,0,0,60,40,0
26,3,333541,12,9,5,8,2,5,2,0,0,24,40,0
44,3,197344,12,9,5,6,2,5,2,0,0,50,40,0
44,3,125461,10,13,3,12,1,5,2,0,0,40,40,1
68,3,138714,10,13,3,10,1,5,2,0,0,55,40,1
19,3,183532,16,10,5,6,4,5,2,0,0,25,40,0
18,3,152246,16,10,5,8,4,2,2,0,0,16,40,0
34,4,114733,8,12,3,1,6,5,1,0,0,36,40,0
27,3,359155,10,13,3,10,6,5,1,0,0,40,40,1
50,3,88842,10,13,3,14,1,5,2,7298,0,40,40,1
61,3,193479,12,9,7,1,5,5,1,0,0,24,40,0
64,3,153894,10,13,5,12,5,5,1,0,0,40,30,0
45,5,28497,10,13,3,5,1,5,2,0,1485,70,40,1
50,3,125417,8,12,3,4,6,3,1,0,0,40,40,1
30,3,156718,12,9,5,13,2,5,1,0,0,40,40,0
44,3,207578,10,13,3,10,1,5,2,0,0,35,40,1
25,3,109112,12,9,3,7,1,5,2,0,0,48,40,0
52,1,312500,9,11,1,5,2,5,1,0,0,40,40,0
31,5,349148,16,10,3,7,1,5,2,0,0,48,40,0
60,4,189098,12,9,3,8,1,5,2,0,0,40,40,0
24,2,187397,16,10,5,11,5,4,2,1151,0,40,40,0
30,3,113364,12,9,5,7,3,5,2,0,0,40,41,0
42,3,52781,10,13,3,10,1,5,2,7688,0,40,40,1
33,3,296538,12,9,3,12,1,5,2,0,0,45,40,1
38,3,175360,1,6,5,10,2,5,2,0,2559,90,40,1
33,3,209900,16,10,5,13,4,5,2,0,0,20,40,0
47,3,185254,5,3,5,9,4,5,1,0,0,40,8,0
62,3,224953,1,6,3,7,1,3,2,0,0,40,40,0
37,3,121521,15,15,3,10,1,5,2,15024,0,45,40,1
32,3,316470,5,3,3,3,1,5,2,0,0,60,27,0
45,3,196584,9,11,5,10,2,5,1,0,1564,40,40,1
22,3,54825,12,9,5,12,2,5,2,0,0,40,40,0
28,3,407672,16,10,1,3,5,5,1,0,0,40,40,0
42,2,29075,8,12,3,10,6,1,1,0,0,40,40,0
38,3,22494,16,10,1,1,2,5,1,7443,0,40,40,0
35,3,49020,13,14,3,4,1,5,2,0,0,60,40,1
24,3,124971,12,9,5,12,2,5,2,0,0,38,40,0
59,3,109015,12,9,1,13,5,5,1,0,0,40,40,0
21,3,187513,9,11,5,3,5,5,2,0,0,40,40,0
62,2,407669,6,4,7,8,2,3,1,0,0,35,40,0
31,2,190401,13,14,3,10,1,5,2,0,0,40,40,0
29,3,380560,7,5,3,7,1,5,2,0,0,40,27,0
27,3,204648,9,11,5,7,5,3,1,0,0,40,40,0
33,3,181372,13,14,3,4,6,5,1,0,0,50,40,1
70,4,207938,10,13,3,4,1,5,2,0,2377,50,40,1
55,3,223613,4,2,1,9,5,5,1,0,0,30,5,0
25,3,254746,10,13,3,10,6,5,1,0,0,40,40,0
17,3,197732,2,7,5,8,4,5,1,0,0,12,40,0
35,3,190174,16,10,5,4,2,5,1,0,0,40,40,0
46,3,503923,12,9,3,7,1,3,2,4386,0,40,40,1
31,3,221167,10,13,7,8,2,5,1,0,0,30,40,0
40,3,107433,10,13,3,4,1,5,2,0,1977,50,40,1
37,3,99357,8,12,5,8,2,5,1,0,0,30,40,0
36,3,160035,12,9,3,3,1,5,2,3908,0,55,40,0
22,3,141028,12,9,5,8,4,3,2,0,0,30,40,0
48,3,118889,12,9,3,12,1,5,2,2885,0,15,40,0
28,3,138692,10,13,3,10,1,5,2,0,1887,40,40,1
53,3,276515,10,13,5,4,4,5,2,0,0,40,5,0
30,3,229772,1,6,3,3,1,5,2,0,0,40,40,0
35,3,111128,1,6,5,1,4,5,2,0,0,40,40,0
56,3,274111,10,13,3,1,1,5,2,0,0,45,40,1
36,3,214604,10,13,3,12,1,5,2,0,0,42,40,1
60,6,129447,12,9,7,1,2,5,1,0,0,35,40,0
47,5,84735,13,14,3,10,6,5,1,0,0,20,40,1
55,3,199067,10,13,3,4,1,5,2,15024,0,42,40,1
25,3,171818,10,13,5,4,4,5,1,0,0,40,40,0
37,3,213726,12,9,1,7,2,2,1,0,0,40,31,0
21,3,334113,12,9,5,7,4,5,2,0,0,40,40,0
32,3,156464,12,9,3,3,1,5,2,0,0,40,40,0
30,1,295010,10,13,5,11,2,5,1,0,0,60,40,1
37,5,29054,12,9,3,5,1,5,2,0,0,50,40,0
19,3,172368,2,7,5,14,4,5,2,0,0,20,40,0
23,3,235894,2,7,3,4,1,5,2,0,0,55,40,0
46,1,297906,10,13,3,10,1,2,2,0,0,50,40,1
57,3,104996,16,10,5,3,2,5,2,0,0,42,40,0
17,3,375657,2,7,5,6,4,5,2,0,0,30,40,0
42,3,155106,16,10,5,7,2,5,2,0,0,45,40,0
43,3,158177,16,10,1,1,5,3,1,0,0,35,40,0
23,3,39615,16,10,5,6,4,5,2,0,0,10,40,0
17,3,297246,2,7,5,9,4,5,1,0,0,9,40,0
33,3,170651,12,9,5,8,4,5,1,1055,0,40,40,0
63,4,165667,12,9,3,4,1,5,2,0,0,40,40,0
34,3,30433,10,13,5,12,2,5,1,0,0,35,40,0
27,3,159724,10,13,5,4,2,5,1,0,0,40,40,0
29,3,301031,12,9,3,14,1,3,2,0,0,40,40,0
43,3,150528,13,14,3,10,1,5,2,0,0,40,40,1
26,3,190027,1,6,1,6,2,5,1,0,0,30,40,0
25,3,187577,12,9,3,3,1,5,2,0,0,40,40,0
63,3,158609,9,11,7,1,5,5,1,0,0,8,40,0
48,3,38950,10,13,3,4,1,5,2,15024,0,50,40,1
45,3,72844,12,9,1,4,2,5,1,0,0,46,40,0
63,2,152163,12,9,3,11,1,5,2,0,0,40,40,0
40,3,225193,12,9,3,6,1,5,2,0,0,63,40,0
31,3,467579,10,13,3,4,1,3,2,0,1887,40,40,1
36,3,183081,16,10,5,4,2,5,2,0,0,40,40,0
25,3,182227,16,10,5,1,2,5,2,0,0,30,40,0
55,3,213894,2,7,6,1,5,3,1,0,0,40,40,0
22,3,110677,16,10,6,8,4,5,1,0,0,40,40,0
32,3,209432,12,9,5,6,4,5,1,0,0,40,40,0
26,3,410240,2,7,5,3,2,5,2,0,0,40,40,0
39,1,103984,10,13,1,4,5,3,1,0,0,40,40,0
44,3,131650,8,12,3,4,1,5,2,0,0,54,40,1
29,3,157612,10,13,5,10,2,5,1,14344,0,40,40,1
47,3,168262,10,13,5,1,4,5,2,0,0,40,40,0
48,3,498328,1,6,3,14,1,3,2,0,0,40,40,0
46,2,367251,16,10,3,3,1,3,2,0,0,40,40,1
35,3,255635,7,5,3,3,1,4,2,0,0,40,27,0
18,5,213024,16,10,5,5,4,5,2,0,0,30,40,0
58,4,190541,12,9,5,12,2,5,2,0,0,47,40,0
48,5,51620,10,13,6,3,2,5,2,0,0,50,40,0
70,3,174032,12,9,3,12,1,5,2,0,0,40,40,0
21,3,538319,16,10,5,8,4,5,1,0,0,40,34,0
21,3,109869,12,9,5,3,4,5,2,0,0,30,40,0
39,6,267581,12,9,5,8,2,3,2,0,0,40,40,0
40,6,182460,13,14,3,10,6,2,1,0,0,38,3,1
36,5,125933,15,15,5,10,2,5,2,0,0,55,40,1
17,3,183066,1,6,5,8,4,5,1,0,0,40,40,0
23,1,216853,9,11,3,6,1,5,2,0,0,25,40,0
41,3,220531,15,15,3,10,1,5,2,0,0,60,40,1
23,6,156423,10,13,5,10,4,5,1,0,0,20,40,0
44,4,181762,16,10,3,4,1,5,2,0,0,50,40,0
23,3,343019,1,6,5,8,2,5,1,0,0,40,40,0
40,3,207025,12,9,5,1,2,5,1,6849,0,38,40,0
32,3,30497,9,11,3,13,1,5,2,0,0,40,40,0
57,4,195835,12,9,3,4,1,5,2,0,0,40,40,0
37,3,236990,16,10,3,7,1,5,2,3464,0,40,40,0
39,3,198841,13,14,3,10,1,5,2,7688,0,45,40,1
45,3,319637,12,9,1,8,5,5,1,0,0,40,40,0
21,3,300812,16,10,5,8,4,5,2,0,0,25,40,0
34,3,381153,12,9,3,4,1,5,2,0,0,40,40,1
33,5,73585,2,7,3,3,1,5,2,0,0,50,40,0
39,3,168894,16,10,5,1,2,5,1,0,0,40,40,0
31,3,237317,7,5,5,3,2,4,2,0,0,45,40,0
21,3,65225,16,10,5,1,2,5,1,0,0,30,40,0
49,3,31267,6,4,3,3,1,5,2,0,0,40,40,0
31,3,182539,16,10,5,1,2,5,1,0,0,45,40,0
32,3,94041,9,11,5,3,2,5,2,0,0,44,22,0
24,3,190968,12,9,3,12,1,5,2,0,0,48,40,0
25,3,250038,13,14,3,7,2,5,2,0,0,40,27,0
46,3,328216,10,13,3,4,1,5,2,15024,0,40,40,1
40,3,187164,12,9,3,4,1,5,2,0,1672,45,40,0
46,3,35136,1,6,1,1,4,3,2,0,0,40,40,0
44,2,409505,10,13,1,11,2,5,2,0,0,40,40,0
48,3,171095,8,12,1,4,5,5,1,0,0,40,9,0
44,3,124924,12,9,3,4,1,5,2,0,0,40,27,0
42,3,160893,16,10,3,8,6,5,1,0,0,23,40,0
24,3,213427,12,9,5,1,2,5,2,0,0,40,40,0
60,3,210064,12,9,1,11,2,5,2,0,0,40,40,0
28,3,110981,16,10,5,8,2,5,2,0,0,40,40,0
40,3,96129,9,11,3,13,1,5,2,0,0,40,40,1
47,3,340982,16,10,3,7,1,2,2,3103,0,40,31,1
24,3,170070,10,13,5,13,2,5,1,0,0,20,40,0
60,3,227266,12,9,1,12,2,5,1,0,0,33,40,0
42,6,105804,2,7,3,5,1,5,2,0,0,40,40,0
33,1,391122,12,9,5,1,4,5,1,0,0,30,40,0
29,3,54932,12,9,3,7,1,5,2,0,0,40,40,0
42,1,52781,13,14,3,10,1,5,2,0,1902,40,40,1
31,3,263561,13,14,3,4,1,5,2,0,0,40,40,1
51,3,86332,9,11,3,8,1,5,2,4064,0,55,40,0
51,3,161838,9,11,3,3,1,5,2,0,0,57,40,0
28,3,184831,16,10,3,4,1,5,2,0,0,40,40,0
60,3,173960,10,13,1,10,2,5,1,0,0,42,40,0
33,3,206051,12,9,3,3,1,5,2,0,0,40,40,0
45,3,386940,10,13,1,4,4,5,2,0,1408,40,40,0
51,3,93193,12,9,1,10,2,5,1,0,0,40,40,0
37,2,233825,10,13,3,10,6,5,1,15024,0,50,40,1
18,3,423024,3,8,5,6,4,5,2,0,0,20,40,0
36,6,143385,16,10,3,11,1,5,2,0,0,40,40,0
77,5,71676,16,10,7,1,2,5,1,0,1944,1,40,0
25,3,307643,12,9,3,14,1,5,2,0,0,40,40,0
58,6,223400,10,13,3,10,6,5,1,0,0,20,40,1
40,3,266084,16,10,1,3,3,5,2,0,0,50,40,0
33,6,111994,16,10,1,1,5,5,1,0,0,45,40,0
48,4,181307,12,9,3,3,1,5,2,0,0,60,40,1
43,3,124692,10,13,3,12,1,5,2,0,0,40,40,1
41,3,195897,16,10,3,12,1,5,2,0,0,50,40,0
57,2,174132,13,14,3,10,6,3,1,0,1977,40,40,1
53,6,246820,11,16,3,10,1,5,2,0,0,50,40,1
58,2,283635,10,13,5,10,2,5,1,0,0,40,40,0
43,3,60001,10,13,1,12,5,5,2,0,0,44,40,1
40,3,77975,16,10,3,4,1,5,2,0,0,40,40,0
40,4,110862,8,12,3,3,1,5,2,0,2377,50,40,0
49,3,209057,16,10,1,13,2,5,2,0,0,40,40,0
75,6,113868,11,16,3,10,1,3,2,0,0,20,40,1
57,3,220871,6,4,7,7,5,3,1,0,0,40,40,0
37,3,263094,10,13,3,4,1,5,2,7298,0,40,40,1
63,3,167967,13,14,3,6,1,5,2,0,0,46,40,0
39,3,38721,12,9,1,9,5,5,1,0,0,22,40,0
43,3,156745,16,10,3,3,1,3,2,0,0,40,40,0
19,3,430471,2,7,5,6,4,5,2,0,0,40,40,0
23,3,187513,9,11,5,7,4,5,2,0,0,40,40,0
46,3,194431,12,9,5,13,3,5,2,0,0,40,40,0
57,2,170066,12,9,3,14,1,5,2,0,0,25,40,1
21,6,38251,16,10,5,13,4,5,1,0,0,20,40,0
20,3,296618,12,9,5,12,2,5,1,0,0,30,40,0
28,3,149734,12,9,5,8,5,3,1,0,0,52,40,0
59,3,99131,12,9,3,1,6,5,1,0,0,40,40,0
51,3,128143,16,10,3,3,1,5,2,0,0,40,40,1
65,3,107620,2,7,7,1,2,5,1,0,0,8,40,0
49,3,105614,1,6,3,7,1,5,2,0,0,50,40,0
33,3,231826,4,2,3,6,1,5,2,0,0,40,27,0
27,3,339956,12,9,3,14,1,3,2,0,0,60,40,0
44,3,171722,12,9,6,8,5,5,1,0,0,39,40,0
69,5,69306,16,10,3,8,6,5,1,0,0,15,40,0
40,3,236021,16,10,5,4,2,5,2,0,0,50,40,0
51,5,240236,8,12,6,12,2,3,2,0,0,30,40,0
48,5,101233,9,11,3,8,6,5,1,0,0,15,40,0
40,3,193144,12,9,1,8,5,5,1,0,0,36,40,0
63,3,318763,16,10,1,3,5,5,2,0,0,22,40,0
51,2,182985,12,9,3,1,6,5,1,0,0,40,40,0
44,3,187629,8,12,5,3,2,5,2,0,0,25,40,0
20,3,174714,16,10,5,8,4,5,2,0,0,20,40,0
42,3,44121,13,14,1,10,2,5,1,0,1876,40,40,0
30,3,373914,2,7,3,3,1,5,2,0,0,40,40,0
49,3,261688,12,9,3,3,1,5,2,5013,0,60,40,0
51,3,302847,12,9,3,3,1,5,2,0,0,54,40,0
27,3,101709,12,9,5,12,4,2,2,0,0,40,40,0
63,5,795830,4,2,7,8,5,5,1,0,0,30,8,0
60,3,131681,10,13,3,4,1,5,2,0,0,50,40,1
43,3,212894,12,9,1,3,3,5,2,0,0,40,40,0
48,3,135525,8,12,1,1,2,5,1,0,0,40,40,0
38,3,108140,10,13,5,8,2,5,2,0,0,20,40,0
58,3,153551,10,13,5,10,2,5,1,0,0,60,40,0
63,3,200474,4,2,1,14,2,5,2,0,0,40,40,0
31,3,91964,10,13,5,4,2,5,2,0,0,40,40,0
24,3,308285,12,9,5,3,4,5,2,0,0,40,40,0
54,5,103179,12,9,3,14,1,5,2,0,0,60,40,1
26,3,252406,12,9,6,1,5,5,1,0,0,40,40,0
23,3,107452,16,10,3,14,1,5,2,0,0,40,40,0
24,3,117363,10,13,5,12,4,5,1,0,0,35,40,0
70,3,121993,12,9,3,1,6,5,1,0,0,5,40,0
34,3,212163,16,10,3,12,1,5,2,0,0,25,40,0
53,3,311350,10,13,3,4,1,5,2,0,0,50,40,1
40,3,236021,16,10,3,14,1,5,2,0,0,40,40,0
22,3,173736,12,9,3,3,1,5,2,0,0,40,40,0
46,3,54985,12,9,3,7,1,5,2,0,1887,40,40,1
55,1,35723,13,14,3,4,1,5,2,0,0,60,40,1
41,2,67671,13,14,3,10,1,5,2,0,0,50,40,0
24,3,438839,10,13,5,12,2,5,2,0,0,40,40,0
26,3,290286,12,9,5,3,2,3,2,0,0,40,40,0
33,3,134886,12,9,5,12,4,5,1,0,0,20,40,0
19,3,69182,16,10,5,8,4,5,1,0,0,27,40,0
33,2,34080,16,10,3,11,1,5,2,0,0,40,40,1
36,3,398931,12,9,1,3,2,5,2,0,0,40,40,0
43,3,342567,10,13,4,1,5,5,1,0,0,40,40,0
24,5,34918,9,11,5,8,5,5,1,0,0,38,40,0
44,3,252930,1,6,1,1,5,4,1,0,0,42,40,0
31,3,330715,12,9,6,8,2,5,2,0,0,40,40,0
27,3,158647,16,10,5,1,2,5,1,0,0,40,40,0
58,3,199278,10,13,1,4,2,5,2,0,0,38,40,0
25,3,167031,16,10,5,8,3,4,1,0,0,25,7,0
28,3,95566,4,2,4,8,4,4,1,0,0,35,6,0
32,3,137076,16,10,3,4,1,5,2,15024,0,60,40,1
23,3,224640,16,10,5,4,2,5,1,0,0,40,40,0
26,3,90980,9,11,1,1,2,5,1,0,0,55,40,0
17,5,181317,1,6,5,5,4,5,2,0,0,35,40,0
28,3,274579,12,9,3,14,1,5,2,0,0,60,40,0
26,3,205428,16,10,3,12,1,5,2,0,0,45,40,0
42,5,69333,10,13,3,5,1,5,2,0,0,50,40,0
49,3,328776,12,9,1,4,5,5,1,0,0,40,40,0
38,2,165799,16,10,5,8,2,5,2,0,0,12,40,0
36,3,43712,1,6,3,3,1,5,2,0,0,40,40,0
58,3,210673,16,10,3,1,6,5,1,0,0,40,40,1
47,2,102628,16,10,3,8,1,5,2,0,0,40,40,1
59,5,199240,12,9,1,10,2,5,2,0,0,20,9,0
22,3,204226,12,9,5,4,4,5,1,0,0,40,40,0
41,3,98061,12,9,1,14,2,5,2,0,0,40,40,0
45,2,55377,10,13,3,10,1,3,2,0,0,40,40,0
41,3,170331,10,13,3,10,1,5,2,0,0,60,40,0
39,3,99527,12,9,3,3,1,5,2,0,0,40,40,1
22,3,306967,16,10,5,1,2,5,1,0,0,25,40,0
26,3,244372,12,9,3,1,6,5,1,0,0,52,40,1
27,3,285897,12,9,3,10,1,5,2,0,1848,45,40,1
22,3,51262,12,9,5,7,4,5,2,0,0,40,40,0
42,3,373469,12,9,3,3,1,5,2,0,0,40,40,1
41,3,328447,4,2,3,3,1,5,2,0,0,35,27,0
39,6,171482,10,13,5,10,2,5,2,0,0,40,40,1
49,4,362654,16,10,3,4,1,5,2,15024,0,50,40,1
56,3,33323,12,9,3,7,1,5,2,0,0,40,40,0
21,3,113106,16,10,5,8,4,5,1,0,0,30,40,0
48,3,413363,2,7,3,14,1,5,2,0,2002,40,40,0
69,5,58213,10,13,3,10,1,5,2,20051,0,45,40,1
49,4,187563,16,10,3,14,1,5,2,0,0,50,40,1
29,2,115305,9,11,3,11,1,5,2,7688,0,40,40,1
19,3,150553,16,10,5,12,4,2,1,0,0,18,31,0
37,3,239397,1,6,3,7,1,5,2,0,0,40,27,0
22,3,333158,12,9,5,7,2,5,1,0,0,48,40,0
26,3,263444,12,9,3,7,1,5,2,0,0,45,40,0
23,3,189017,10,13,5,12,2,5,2,0,0,55,40,0
27,3,373499,5,3,5,8,2,5,2,0,0,60,8,0
33,3,99339,8,12,1,1,2,5,1,0,880,40,40,0
26,3,177720,8,12,1,10,5,5,1,0,0,45,40,0
35,3,207676,16,10,5,6,4,3,2,0,0,40,40,0
48,2,273402,6,4,3,14,1,5,2,0,1902,40,40,0
31,2,153005,10,13,3,10,1,5,2,0,0,40,40,1
33,3,228696,4,2,3,3,2,5,2,0,2603,32,27,0
40,3,180032,13,14,5,10,2,5,1,0,1669,40,40,0
32,3,74883,10,13,5,13,2,2,1,0,0,40,31,0
31,3,265706,12,9,3,3,1,5,2,7298,0,40,40,1
58,1,208640,10,13,3,4,1,5,2,0,0,40,40,1
47,2,126754,13,14,3,10,1,5,2,0,0,40,40,1
53,5,135339,10,13,3,4,1,2,2,7688,0,20,3,1
21,3,225890,16,10,5,8,3,5,1,0,0,30,40,0
57,3,127728,10,13,3,4,1,5,2,15024,0,50,40,1
58,5,450544,10,13,3,4,1,5,2,0,0,40,40,1
44,3,32000,16,10,3,13,1,5,2,0,0,18,40,1
53,3,88842,12,9,3,4,1,5,2,99999,0,40,40,1
27,3,194590,8,12,3,1,6,3,1,0,0,25,40,0
19,7,43887,12,9,5,5,4,5,2,0,0,10,40,0
24,3,176321,16,10,5,1,5,5,1,0,0,40,40,0
39,3,31670,12,9,3,5,1,5,2,0,0,65,40,0
28,3,51331,8,12,3,4,6,5,1,0,0,16,40,1
31,2,158291,10,13,5,3,2,5,2,8614,0,40,40,1
45,3,189564,10,13,3,12,6,5,1,0,0,42,40,1
27,3,248402,10,13,5,13,5,3,1,0,0,40,40,0
46,3,190115,8,12,3,3,1,5,2,0,0,40,40,1
44,3,110355,10,13,3,4,1,5,2,0,0,40,40,1
70,5,124449,13,14,3,4,1,5,2,0,2246,8,40,1
20,3,308239,16,10,5,8,4,5,2,0,0,16,40,0
37,2,593246,10,13,3,10,6,5,1,0,0,50,40,1
37,3,209214,5,3,5,7,5,5,1,0,0,40,27,0
20,4,182200,12,9,5,7,4,5,1,0,0,30,40,0
47,3,124973,9,11,3,4,1,5,2,15024,0,50,40,1
73,6,96262,12,9,7,1,2,5,1,0,0,40,40,0
28,3,91299,9,11,5,1,2,2,1,0,0,45,40,0
23,5,409230,4,2,3,12,3,5,2,0,0,40,40,0
34,3,57426,10,13,5,12,2,5,2,0,0,45,40,0
25,3,195914,16,10,5,12,4,3,1,3418,0,30,40,0
54,3,291755,10,13,3,4,1,5,2,0,0,45,40,1
22,3,203182,10,13,5,4,3,5,1,0,0,20,40,0
53,3,158746,16,10,3,13,1,5,2,0,0,40,40,0
38,3,235379,8,12,5,10,5,5,1,0,0,36,40,0
55,6,153451,12,9,3,13,6,5,1,0,1887,40,40,1
21,3,211301,16,10,5,1,4,5,1,0,0,8,40,0
22,5,108506,9,11,5,5,2,1,2,0,0,75,40,0
25,3,190107,10,13,5,3,4,5,2,0,0,40,40,0
53,3,110977,13,14,3,4,1,5,2,0,1902,50,40,1
21,3,131230,16,10,5,12,4,5,2,0,0,10,40,0
35,3,102976,13,14,5,4,2,5,2,0,0,40,40,1
22,6,96862,16,10,5,1,4,5,1,0,0,40,40,0
57,2,52267,12,9,3,14,1,5,2,0,0,72,40,0
67,4,182581,16,10,3,4,1,5,2,20051,0,20,40,1
24,4,493034,12,9,5,8,2,3,2,13550,0,50,40,1
32,3,98656,13,14,5,4,2,5,1,0,0,40,40,0
34,3,264651,12,9,3,7,1,5,2,0,0,40,40,1
43,5,147099,16,10,1,1,5,5,1,0,0,36,40,0
32,3,198452,12,9,3,5,6,5,1,0,0,40,40,0
51,1,282680,11,16,5,10,2,5,1,0,1564,70,40,1
47,3,274883,12,9,3,14,1,5,2,0,0,40,40,0
38,3,682947,10,13,1,4,2,5,2,0,0,55,40,1
57,3,114495,12,9,3,4,1,5,2,0,0,60,40,0
22,3,147655,16,10,5,13,2,5,1,0,0,40,40,0
21,3,228255,16,10,5,8,4,5,2,0,0,30,40,0
18,3,240330,3,8,5,8,4,5,2,0,0,18,40,0
24,3,168997,16,10,3,3,1,5,2,0,0,40,40,0
18,3,172076,16,10,5,8,4,5,1,0,0,25,40,0
39,5,147850,12,9,3,14,1,5,2,0,0,30,40,0
64,6,104361,16,10,6,1,2,5,1,0,0,65,40,0
39,3,215150,7,5,1,6,2,5,2,0,0,50,40,0
46,3,292504,16,10,4,12,5,5,1,0,0,40,40,0
39,3,299828,5,3,6,12,5,3,1,0,0,30,34,0
51,4,304955,13,14,3,4,1,5,2,0,0,50,40,1
31,3,286675,12,9,1,3,4,5,2,0,0,50,40,0
23,3,126346,7,5,5,8,5,3,1,0,0,30,40,0
32,3,190784,16,10,1,7,5,1,2,0,0,40,40,0
65,4,81413,12,9,3,5,1,5,2,0,2352,65,40,0
18,3,423024,12,9,5,8,2,5,2,0,0,20,40,0
45,2,185399,13,14,1,10,4,5,1,0,0,55,40,0
31,3,210562,12,9,3,14,1,5,2,0,0,65,40,0
43,3,216685,12,9,3,10,6,5,1,0,0,35,40,0
25,3,89625,12,9,5,1,4,2,1,0,0,40,40,0
25,3,118088,12,9,5,3,5,5,2,0,0,40,40,0
21,3,540712,12,9,5,8,3,3,2,0,1719,25,40,0
32,4,317660,12,9,3,3,1,5,2,7688,0,40,40,1
59,3,322691,13,14,3,10,1,5,2,0,0,50,40,1
60,3,82775,16,10,3,12,1,5,2,0,0,55,40,0
22,3,276494,12,9,5,6,2,3,2,0,0,40,40,0
37,3,278576,12,9,3,7,1,5,2,0,0,60,40,1
40,2,105717,13,14,5,1,2,5,1,0,1876,35,40,0
40,3,205987,15,15,5,4,2,5,1,0,0,40,5,0
